"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"4946","Movement Zone 4946","1420","Movement Zone 1420","9/1/2019 - 9/30/2019, Every day, Daily Average",2756,2052,3700
"4946","Movement Zone 4946","1421","Movement Zone 1421","9/1/2019 - 9/30/2019, Every day, Daily Average",2660,1971,3589
"4946","Movement Zone 4946","1422","Movement Zone 1422","9/1/2019 - 9/30/2019, Every day, Daily Average",2896,2161,3880
"4946","Movement Zone 4946","1423","Movement Zone 1423","9/1/2019 - 9/30/2019, Every day, Daily Average",2892,2098,3985
"4946","Movement Zone 4946","1424","Movement Zone 1424","9/1/2019 - 9/30/2019, Every day, Daily Average",2881,2238,3707
"4946","Movement Zone 4946","1425","Movement Zone 1425","9/1/2019 - 9/30/2019, Every day, Daily Average",2776,2052,3753
"4946","Movement Zone 4946","1426","Movement Zone 1426","9/1/2019 - 9/30/2019, Every day, Daily Average",2495,1816,3426
"4946","Movement Zone 4946","1427","Movement Zone 1427","9/1/2019 - 9/30/2019, Every day, Daily Average",2308,1694,3143
"4946","Movement Zone 4946","1428","Movement Zone 1428","9/1/2019 - 9/30/2019, Every day, Daily Average",2960,2077,4217
"4946","Movement Zone 4946","1430","Movement Zone 1430","9/1/2019 - 9/30/2019, Every day, Daily Average",2683,1901,3784
"4946","Movement Zone 4946","1431","Movement Zone 1431","9/1/2019 - 9/30/2019, Every day, Daily Average",2908,2063,4098
"4946","Movement Zone 4946","1432","Movement Zone 1432","9/1/2019 - 9/30/2019, Every day, Daily Average",2565,1801,3651
"4946","Movement Zone 4946","1433","Movement Zone 1433","9/1/2019 - 9/30/2019, Every day, Daily Average",2980,2188,4058
"4946","Movement Zone 4946","1434","Movement Zone 1434","9/1/2019 - 9/30/2019, Every day, Daily Average",2678,1999,3587
"4946","Movement Zone 4946","1435","Movement Zone 1435","9/1/2019 - 9/30/2019, Every day, Daily Average",2899,2103,3996
"4946","Movement Zone 4946","1436","Movement Zone 1436","9/1/2019 - 9/30/2019, Every day, Daily Average",2597,1809,3726
"4946","Movement Zone 4946","1437","Movement Zone 1437","9/1/2019 - 9/30/2019, Every day, Daily Average",2589,1811,3699
"4946","Movement Zone 4946","1438","Movement Zone 1438","9/1/2019 - 9/30/2019, Every day, Daily Average",2487,1717,3601
"4946","Movement Zone 4946","1439","Movement Zone 1439","9/1/2019 - 9/30/2019, Every day, Daily Average",2600,1838,3677
"4946","Movement Zone 4946","1440","Movement Zone 1440","9/1/2019 - 9/30/2019, Every day, Daily Average",2972,2219,3979
"4946","Movement Zone 4946","1441","Movement Zone 1441","9/1/2019 - 9/30/2019, Every day, Daily Average",3178,2331,4331
"4946","Movement Zone 4946","1442","Movement Zone 1442","9/1/2019 - 9/30/2019, Every day, Daily Average",2828,2049,3901
"4946","Movement Zone 4946","1443","Movement Zone 1443","9/1/2019 - 9/30/2019, Every day, Daily Average",3128,2272,4306
"4946","Movement Zone 4946","1444","Movement Zone 1444","9/1/2019 - 9/30/2019, Every day, Daily Average",3269,2441,4377
"4946","Movement Zone 4946","1448","Movement Zone 1448","9/1/2019 - 9/30/2019, Every day, Daily Average",2685,1874,3844
"4946","Movement Zone 4946","1457","Movement Zone 1457","9/1/2019 - 9/30/2019, Every day, Daily Average",3049,2060,4512
"4946","Movement Zone 4946","1458","Movement Zone 1458","9/1/2019 - 9/30/2019, Every day, Daily Average",2584,1868,3574
"4946","Movement Zone 4946","1461","Movement Zone 1461","9/1/2019 - 9/30/2019, Every day, Daily Average",3360,2507,4502
"4946","Movement Zone 4946","1462","Movement Zone 1462","9/1/2019 - 9/30/2019, Every day, Daily Average",2549,1777,3655
"4946","Movement Zone 4946","1463","Movement Zone 1463","9/1/2019 - 9/30/2019, Every day, Daily Average",2793,2079,3751
"4946","Movement Zone 4946","1469","Movement Zone 1469","9/1/2019 - 9/30/2019, Every day, Daily Average",3096,2389,4010
"4946","Movement Zone 4946","1470","Movement Zone 1470","9/1/2019 - 9/30/2019, Every day, Daily Average",2859,2037,4011
"4946","Movement Zone 4946","1473","Movement Zone 1473","9/1/2019 - 9/30/2019, Every day, Daily Average",3038,2295,4021
"4946","Movement Zone 4946","1474","Movement Zone 1474","9/1/2019 - 9/30/2019, Every day, Daily Average",2873,2149,3840
"4946","Movement Zone 4946","1475","Movement Zone 1475","9/1/2019 - 9/30/2019, Every day, Daily Average",2998,2232,4026
"4946","Movement Zone 4946","1477","Movement Zone 1477","9/1/2019 - 9/30/2019, Every day, Daily Average",3165,2199,4554
"4946","Movement Zone 4946","1478","Movement Zone 1478","9/1/2019 - 9/30/2019, Every day, Daily Average",3307,2353,4646
"4946","Movement Zone 4946","1479","Movement Zone 1479","9/1/2019 - 9/30/2019, Every day, Daily Average",2784,1969,3934
"4946","Movement Zone 4946","1481","Movement Zone 1481","9/1/2019 - 9/30/2019, Every day, Daily Average",3357,2383,4727
"4946","Movement Zone 4946","1482","Movement Zone 1482","9/1/2019 - 9/30/2019, Every day, Daily Average",3569,2522,5048
"4946","Movement Zone 4946","1483","Movement Zone 1483","9/1/2019 - 9/30/2019, Every day, Daily Average",2741,2044,3674
"4946","Movement Zone 4946","1484","Movement Zone 1484","9/1/2019 - 9/30/2019, Every day, Daily Average",2559,1937,3380
"4946","Movement Zone 4946","1485","Movement Zone 1485","9/1/2019 - 9/30/2019, Every day, Daily Average",2458,1800,3355
"4946","Movement Zone 4946","1487","Movement Zone 1487","9/1/2019 - 9/30/2019, Every day, Daily Average",2999,2114,4253
"4946","Movement Zone 4946","1488","Movement Zone 1488","9/1/2019 - 9/30/2019, Every day, Daily Average",3022,2153,4241
"4946","Movement Zone 4946","1490","Movement Zone 1490","9/1/2019 - 9/30/2019, Every day, Daily Average",3400,2428,4760
"4946","Movement Zone 4946","1492","Movement Zone 1492","9/1/2019 - 9/30/2019, Every day, Daily Average",3114,2270,4269
"4946","Movement Zone 4946","1493","Movement Zone 1493","9/1/2019 - 9/30/2019, Every day, Daily Average",2915,2174,3908
"4946","Movement Zone 4946","1495","Movement Zone 1495","9/1/2019 - 9/30/2019, Every day, Daily Average",3194,2382,4282
"4946","Movement Zone 4946","1496","Movement Zone 1496","9/1/2019 - 9/30/2019, Every day, Daily Average",2970,2252,3915
"4946","Movement Zone 4946","1497","Movement Zone 1497","9/1/2019 - 9/30/2019, Every day, Daily Average",3240,2459,4268
"4946","Movement Zone 4946","1498","Movement Zone 1498","9/1/2019 - 9/30/2019, Every day, Daily Average",3093,2263,4226
"4946","Movement Zone 4946","1499","Movement Zone 1499","9/1/2019 - 9/30/2019, Every day, Daily Average",3000,2264,3973
"4946","Movement Zone 4946","1500","Movement Zone 1500","9/1/2019 - 9/30/2019, Every day, Daily Average",3238,2442,4293
"4946","Movement Zone 4946","1502","Movement Zone 1502","9/1/2019 - 9/30/2019, Every day, Daily Average",2671,2034,3507
"4946","Movement Zone 4946","1503","Movement Zone 1503","9/1/2019 - 9/30/2019, Every day, Daily Average",2911,2230,3799
"4946","Movement Zone 4946","1504","Movement Zone 1504","9/1/2019 - 9/30/2019, Every day, Daily Average",2821,2091,3805
"4946","Movement Zone 4946","1505","Movement Zone 1505","9/1/2019 - 9/30/2019, Every day, Daily Average",2610,1832,3718
"4946","Movement Zone 4946","1506","Movement Zone 1506","9/1/2019 - 9/30/2019, Every day, Daily Average",3136,2323,4232
"4946","Movement Zone 4946","1507","Movement Zone 1507","9/1/2019 - 9/30/2019, Every day, Daily Average",3236,2371,4415
"4946","Movement Zone 4946","1512","Movement Zone 1512","9/1/2019 - 9/30/2019, Every day, Daily Average",2693,2012,3603
"4946","Movement Zone 4946","1513","Movement Zone 1513","9/1/2019 - 9/30/2019, Every day, Daily Average",2335,1615,3375
"4946","Movement Zone 4946","1514","Movement Zone 1514","9/1/2019 - 9/30/2019, Every day, Daily Average",2934,2151,4001
"4946","Movement Zone 4946","1515","Movement Zone 1515","9/1/2019 - 9/30/2019, Every day, Daily Average",2542,1888,3422
"4946","Movement Zone 4946","1516","Movement Zone 1516","9/1/2019 - 9/30/2019, Every day, Daily Average",2591,1889,3553
"4946","Movement Zone 4946","1517","Movement Zone 1517","9/1/2019 - 9/30/2019, Every day, Daily Average",2827,2066,3866
"4946","Movement Zone 4946","1518","Movement Zone 1518","9/1/2019 - 9/30/2019, Every day, Daily Average",2712,2009,3659
"4946","Movement Zone 4946","1519","Movement Zone 1519","9/1/2019 - 9/30/2019, Every day, Daily Average",2749,2195,3441
"4946","Movement Zone 4946","1521","Movement Zone 1521","9/1/2019 - 9/30/2019, Every day, Daily Average",3013,2191,4143
"4946","Movement Zone 4946","1523","Movement Zone 1523","9/1/2019 - 9/30/2019, Every day, Daily Average",2932,2124,4046
"4946","Movement Zone 4946","1524","Movement Zone 1524","9/1/2019 - 9/30/2019, Every day, Daily Average",2908,2147,3938
"4946","Movement Zone 4946","1525","Movement Zone 1525","9/1/2019 - 9/30/2019, Every day, Daily Average",2819,1996,3980
"4946","Movement Zone 4946","1526","Movement Zone 1526","9/1/2019 - 9/30/2019, Every day, Daily Average",2771,2156,3561
"4946","Movement Zone 4946","1527","Movement Zone 1527","9/1/2019 - 9/30/2019, Every day, Daily Average",2875,2217,3727
"4946","Movement Zone 4946","1528","Movement Zone 1528","9/1/2019 - 9/30/2019, Every day, Daily Average",2801,2085,3761
"4946","Movement Zone 4946","1529","Movement Zone 1529","9/1/2019 - 9/30/2019, Every day, Daily Average",2956,2242,3896
"4946","Movement Zone 4946","1530","Movement Zone 1530","9/1/2019 - 9/30/2019, Every day, Daily Average",2675,1979,3614
"4946","Movement Zone 4946","1531","Movement Zone 1531","9/1/2019 - 9/30/2019, Every day, Daily Average",2968,2185,4029
"4946","Movement Zone 4946","1532","Movement Zone 1532","9/1/2019 - 9/30/2019, Every day, Daily Average",2598,1901,3549
