"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"4946","Movement Zone 4946","840","Movement Zone 840","9/2/2019 - 9/2/2019, Every day, Daily Average",1332,1026,1728
"4946","Movement Zone 4946","841","Movement Zone 841","9/2/2019 - 9/2/2019, Every day, Daily Average",1324,1014,1727
"4946","Movement Zone 4946","842","Movement Zone 842","9/2/2019 - 9/2/2019, Every day, Daily Average",1205,866,1675
"4946","Movement Zone 4946","844","Movement Zone 844","9/2/2019 - 9/2/2019, Every day, Daily Average",1626,1309,2018
"4946","Movement Zone 4946","846","Movement Zone 846","9/2/2019 - 9/2/2019, Every day, Daily Average",1299,961,1754
"4946","Movement Zone 4946","850","Movement Zone 850","9/2/2019 - 9/2/2019, Every day, Daily Average",2558,2086,3135
"4946","Movement Zone 4946","852","Movement Zone 852","9/2/2019 - 9/2/2019, Every day, Daily Average",2950,2022,4302
"4946","Movement Zone 4946","854","Movement Zone 854","9/2/2019 - 9/2/2019, Every day, Daily Average",2488,2062,3000
"4946","Movement Zone 4946","855","Movement Zone 855","9/2/2019 - 9/2/2019, Every day, Daily Average",2399,1961,2934
"4946","Movement Zone 4946","856","Movement Zone 856","9/2/2019 - 9/2/2019, Every day, Daily Average",2312,1726,3095
"4946","Movement Zone 4946","857","Movement Zone 857","9/2/2019 - 9/2/2019, Every day, Daily Average",2024,1504,2723
"4946","Movement Zone 4946","858","Movement Zone 858","9/2/2019 - 9/2/2019, Every day, Daily Average",1953,1509,2527
"4946","Movement Zone 4946","859","Movement Zone 859","9/2/2019 - 9/2/2019, Every day, Daily Average",1853,1468,2338
"4946","Movement Zone 4946","862","Movement Zone 862","9/2/2019 - 9/2/2019, Every day, Daily Average",1557,1163,2083
"4946","Movement Zone 4946","863","Movement Zone 863","9/2/2019 - 9/2/2019, Every day, Daily Average",1717,1421,2073
"4946","Movement Zone 4946","864","Movement Zone 864","9/2/2019 - 9/2/2019, Every day, Daily Average",1646,1235,2192
"4946","Movement Zone 4946","866","Movement Zone 866","9/2/2019 - 9/2/2019, Every day, Daily Average",1835,1497,2248
"4946","Movement Zone 4946","867","Movement Zone 867","9/2/2019 - 9/2/2019, Every day, Daily Average",1076,771,1501
"4946","Movement Zone 4946","870","Movement Zone 870","9/2/2019 - 9/2/2019, Every day, Daily Average",1037,734,1464
"4946","Movement Zone 4946","871","Movement Zone 871","9/2/2019 - 9/2/2019, Every day, Daily Average",1759,1439,2149
"4946","Movement Zone 4946","872","Movement Zone 872","9/2/2019 - 9/2/2019, Every day, Daily Average",1879,1575,2241
"4946","Movement Zone 4946","874","Movement Zone 874","9/2/2019 - 9/2/2019, Every day, Daily Average",1376,1090,1736
"4946","Movement Zone 4946","875","Movement Zone 875","9/2/2019 - 9/2/2019, Every day, Daily Average",1001,703,1425
"4946","Movement Zone 4946","876","Movement Zone 876","9/2/2019 - 9/2/2019, Every day, Daily Average",1682,1373,2059
"4946","Movement Zone 4946","877","Movement Zone 877","9/2/2019 - 9/2/2019, Every day, Daily Average",1589,1310,1926
"4946","Movement Zone 4946","878","Movement Zone 878","9/2/2019 - 9/2/2019, Every day, Daily Average",1338,1038,1723
"4946","Movement Zone 4946","879","Movement Zone 879","9/2/2019 - 9/2/2019, Every day, Daily Average",989,684,1428
"4946","Movement Zone 4946","881","Movement Zone 881","9/2/2019 - 9/2/2019, Every day, Daily Average",1197,902,1586
"4946","Movement Zone 4946","885","Movement Zone 885","9/2/2019 - 9/2/2019, Every day, Daily Average",1935,1615,2317
"4946","Movement Zone 4946","887","Movement Zone 887","9/2/2019 - 9/2/2019, Every day, Daily Average",1978,1635,2391
"4946","Movement Zone 4946","888","Movement Zone 888","9/2/2019 - 9/2/2019, Every day, Daily Average",2244,1762,2856
"4946","Movement Zone 4946","889","Movement Zone 889","9/2/2019 - 9/2/2019, Every day, Daily Average",1053,768,1443
"4946","Movement Zone 4946","890","Movement Zone 890","9/2/2019 - 9/2/2019, Every day, Daily Average",1650,1229,2214
"4946","Movement Zone 4946","891","Movement Zone 891","9/2/2019 - 9/2/2019, Every day, Daily Average",1927,1528,2429
"4946","Movement Zone 4946","893","Movement Zone 893","9/2/2019 - 9/2/2019, Every day, Daily Average",1348,1015,1788
"4946","Movement Zone 4946","894","Movement Zone 894","9/2/2019 - 9/2/2019, Every day, Daily Average",1548,1143,2095
"4946","Movement Zone 4946","897","Movement Zone 897","9/2/2019 - 9/2/2019, Every day, Daily Average",1493,1155,1928
"4946","Movement Zone 4946","899","Movement Zone 899","9/2/2019 - 9/2/2019, Every day, Daily Average",2328,1851,2927
"4946","Movement Zone 4946","901","Movement Zone 901","9/2/2019 - 9/2/2019, Every day, Daily Average",2273,1729,2986
"4946","Movement Zone 4946","903","Movement Zone 903","9/2/2019 - 9/2/2019, Every day, Daily Average",1931,1576,2365
"4946","Movement Zone 4946","908","Movement Zone 908","9/2/2019 - 9/2/2019, Every day, Daily Average",1452,1132,1862
"4946","Movement Zone 4946","909","Movement Zone 909","9/2/2019 - 9/2/2019, Every day, Daily Average",1103,836,1453
"4946","Movement Zone 4946","910","Movement Zone 910","9/2/2019 - 9/2/2019, Every day, Daily Average",2065,1583,2692
"4946","Movement Zone 4946","915","Movement Zone 915","9/2/2019 - 9/2/2019, Every day, Daily Average",1893,1451,2468
"4946","Movement Zone 4946","918","Movement Zone 918","9/2/2019 - 9/2/2019, Every day, Daily Average",1658,1281,2144
